Name,Name (BBG),Description,Maturity Date,ISIN,GIM2 Symbol,Ticker,YTW,OAD,OASD,OAS,Fitch,Moody's,S&P,Exposure Country,Exposure Currency,BarCap - Class 1 Desc,Country_Sector,BarCap - Class 3 Desc,BarCap - Class 4 Desc,JPM CEMBI Sector,Market Sector,KRD 0.5yr,KRD 02yr,KRD 05yr,KRD 10yr,KRD 20yr,KRD 30yr,Orig Face,Total MV,MV%,Bid (BBG),Ask (BBG),Min Piece (BBG),Amt Outstanding (BBG),Issue Date (BBG),Tkt Tot Amount (BBG)
        CNOOC FINANCE 2013 LTD  4.2500  09 May 2043,CNOOC FINANCE 2013 LTD  4.2500  09 May 2043,CNOOC FINANCE 2013 LTD  4.2500  09 May 2043,05/09/2043,US12625GAD60,,CNOOC,4.20%,15.73,15.34,140.63,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.01,0.08,0.28,0.90,7.03,7.41,"79,603.00","81,614.17",0.01%,100.308,101.242,200000,500000000,5/9/2013,1043012.5
        INDUSTRIAL & COMMERCIAL BAN  2.90500  13 Nov 2020,INDUSTRIAL & COMMERCIAL BAN  2.90500  13 Nov 2020,INDUSTRIAL & COMMERCIAL BAN  2.90500  13 Nov 2020,11/13/2020,US45580KAE82,,ICBCAS,2.68%,2.95,2.97,102.13,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.01,1.86,1.08,0.00,0.00,0.00,"111,444.00","113,455.96",0.01%,100.389,100.539,250000,700000000,11/12/2015,1021523.47
        SINOCHEM CORP  4.500  12 Nov 2020,SINOCHEM CORP  4.500  12 Nov 2020,SINOCHEM CORP  4.500  12 Nov 2020,11/12/2020,US82937AAA16,,SINOCH,2.54%,2.88,2.90,89.41,A-,A3,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,1.82,1.04,0.00,0.00,0.00,"238,808.00","256,886.86",0.02%,105.705,105.904,100000,1500000000,11/12/2010,1082250
        SINOPEC GROUP OVERSEAS DEV  3.900  17 May 2022,SINOPEC GROUP OVERSEAS DEV  3.900  17 May 2022,SINOPEC GROUP OVERSEAS DEV  3.900  17 May 2022,05/17/2022,US82937JAB08,,SINOPE,2.78%,4.20,4.22,87.65,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.60,3.59,0.00,0.00,0.00,"238,808.00","253,831.96",0.02%,104.62,104.836,200000,1500000000,5/17/2012,1063358.33
        SINOPEC GROUP OVERSEAS DEV  4.87500  17 May 2042,SINOPEC GROUP OVERSEAS DEV  4.87500  17 May 2042,SINOPEC GROUP OVERSEAS DEV  4.87500  17 May 2042,05/17/2042,US82937JAC80,,SINOPE,4.12%,14.99,14.65,136.32,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.09,0.33,1.08,7.90,5.58,"159,205.00","180,496.77",0.01%,110.912,111.716,200000,1000000000,5/17/2012,1132895.42
        CNOOC FINANCE 2013 LTD  3.00  09 May 2023,CNOOC FINANCE 2013 LTD  3.00  09 May 2023,CNOOC FINANCE 2013 LTD  3.00  09 May 2023,05/09/2023,US12625GAC87,,CNOOC,2.99%,5.12,5.13,94.35,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.01,0.05,4.46,0.60,0.00,0.00,"318,410.00","322,320.57",0.03%,99.86,100.045,200000,2000000000,5/9/2013,1013400
        SINOCHEM CORP  6.300  12 Nov 2040,SINOCHEM CORP  6.300  12 Nov 2040,SINOCHEM CORP  6.300  12 Nov 2040,11/12/2040,US82937AAB98,,SINOCH,4.32%,13.52,13.25,161.46,A-,A3,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.12,0.44,1.47,8.43,3.03,"79,603.00","104,399.19",0.01%,128.079,130.057,100000,500000000,11/12/2010,1325760
        BOC AVIATION PTE LTD  2.7500  18 Sep 2022,BOC AVIATION PTE LTD  2.7500  18 Sep 2022,BOC AVIATION PTE LTD  2.7500  18 Sep 2022,09/18/2022,US09681MAD02,,BOCAVI,2.99%,4.63,4.64,101.46,A-,NR,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.00,0.13,4.50,0.00,0.00,0.00,"79,603.00","78,822.99",0.01%,98.755,98.976,200000,500000000,9/18/2017,992033.33
        CNPC HK OVERSEAS CAPITAL  4.500  28 Apr 2021,CNPC HK OVERSEAS CAPITAL  4.500  28 Apr 2021,CNPC HK OVERSEAS CAPITAL  4.500  28 Apr 2021,04/28/2021,US12622NAB82,,CNPCCH,2.63%,3.27,3.28,90.73,A+,A2,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,1.59,1.66,0.00,0.00,0.00,"103,483.00","112,032.58",0.01%,106.449,106.63,200000,650000000,4/28/2011,1085360
        CNOOC FINANCE 2011 LTD  5.7500  26 Jan 2041,CNOOC FINANCE 2011 LTD  5.7500  26 Jan 2041,CNOOC FINANCE 2011 LTD  5.7500  26 Jan 2041,01/26/2041,US12621VAB18,,CNOOC,4.22%,14.06,13.78,149.57,A+,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.11,0.40,1.35,8.67,3.51,"79,603.00","98,434.29",0.01%,122.31,122.876,200000,500000000,1/26/2011,1242858.89
        CNOOC FINANCE 2011 LTD  4.2500  26 Jan 2021,CNOOC FINANCE 2011 LTD  4.2500  26 Jan 2021,CNOOC FINANCE 2011 LTD  4.2500  26 Jan 2021,01/26/2021,US12621VAA35,,CNOOC,2.66%,3.09,3.11,97.44,A+,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,1.75,1.33,0.00,0.00,0.00,"238,808.00","252,660.96",0.02%,105.093,105.199,200000,1500000000,1/26/2011,1062232.22
        CHINA CINDA FINANCE 2015  4.2500  23 Apr 2025,CHINA CINDA FINANCE 2015  4.2500  23 Apr 2025,CHINA CINDA FINANCE 2015  4.2500  23 Apr 2025,04/23/2025,USG21184AB52,,CCAMCL,3.91%,6.42,6.43,169.64,A,BAA1,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.02,0.10,3.20,3.11,0.00,0.00,"270,649.00","281,696.44",0.02%,102.166,102.403,200000,1700000000,4/23/2015,1048451.39
        CNOOC NEXEN FINANCE  4.87500  30 Apr 2044,CNOOC NEXEN FINANCE  4.87500  30 Apr 2044,CNOOC NEXEN FINANCE  4.87500  30 Apr 2044,04/30/2044,US12591DAD30,,CNOOC,4.23%,15.51,15.13,144.08,A+,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.01,0.09,0.33,1.07,5.85,8.16,"79,603.00","89,380.11",0.01%,110.67,111.629,200000,500000000,4/30/2014,1129447.5
        BOC AVIATION PTE LTD  3.500  18 Sep 2027,BOC AVIATION PTE LTD  3.500  18 Sep 2027,BOC AVIATION PTE LTD  3.500  18 Sep 2027,09/18/2027,US09681MAE84,,BOCAVI,3.62%,8.40,8.39,128.90,A-,NR,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.06,0.44,7.87,0.00,0.00,"79,603.00","78,901.15",0.01%,98.706,99.104,200000,500000000,9/18/2017,997043.33
        CNOOC FINANCE 2012 LTD  3.87500  02 May 2022,CNOOC FINANCE 2012 LTD  3.87500  02 May 2022,CNOOC FINANCE 2012 LTD  3.87500  02 May 2022,05/02/2022,US12623UAA34,,CNOOC,2.83%,4.17,4.18,92.63,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.65,3.50,0.00,0.00,0.00,"238,808.00","253,378.16",0.02%,104.437,104.547,200000,1500000000,5/2/2012,1063462.22
        NEXEN INC  7.500  30 Jul 2039,NEXEN INC  7.500  30 Jul 2039,NEXEN INC  7.500  30 Jul 2039,07/30/2039,US65334HAJ14,,CNOOC,4.29%,12.76,12.54,162.51,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.02,0.14,0.51,1.75,8.78,1.55,"111,444.00","163,250.93",0.01%,145.474,146.023,2000,700000000,7/30/2009,1467820
        CNOOC FINANCE 2012 LTD  5.00  02 May 2042,CNOOC FINANCE 2012 LTD  5.00  02 May 2042,CNOOC FINANCE 2012 LTD  5.00  02 May 2042,05/02/2042,US12623UAB17,,CNOOC,4.23%,14.78,14.45,146.81,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.09,0.34,1.13,7.83,5.37,"79,603.00","90,630.93",0.01%,111.67,112.37,200000,500000000,5/2/2012,1147722.22
        NEXEN INC  6.400  15 May 2037,NEXEN INC  6.400  15 May 2037,NEXEN INC  6.400  15 May 2037,05/15/2037,US65334HAG74,,CNOOC,4.26%,12.22,12.05,163.42,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.02,0.13,0.48,1.94,9.66,0.00,"199,006.00","260,123.93",0.02%,127.958,128.398,2000,1250000000,5/4/2007,1308223.33
        COSL FINANCE BVI LTD  3.2500  06 Sep 2022,COSL FINANCE BVI LTD  3.2500  06 Sep 2022,COSL FINANCE BVI LTD  3.2500  06 Sep 2022,09/06/2022,US12624LAA26,,COSL,3.25%,4.56,4.58,128.73,A,BAA1,BBB,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.17,4.38,0.00,0.00,0.00,"159,205.00","159,575.75",0.01%,99.948,100.097,200000,1000000000,9/6/2012,1005640
        CNOOC NEXEN FINANCE  4.2500  30 Apr 2024,CNOOC NEXEN FINANCE  4.2500  30 Apr 2024,CNOOC NEXEN FINANCE  4.2500  30 Apr 2024,04/30/2024,US12591DAC56,,CNOOC,3.19%,5.72,5.73,104.82,A+,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.01,0.10,3.90,1.71,0.00,0.00,"358,212.00","387,066.50",0.03%,106.138,106.368,200000,2250000000,4/30/2014,1082505
        BANK OF CHINA/DUBAI  2.0769600  20 Apr 2020,BANK OF CHINA/DUBAI  2.0769600  20 Apr 2020,BANK OF CHINA/DUBAI  2.0769600  20 Apr 2020,04/20/2020,XS1599275713,,BCHINA,2.59%,0.04,2.47,102.64,A,A1,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.05,0.01,0.00,0.00,0.00,0.00,"103,483.00","103,931.16",0.01%,99.977,100.084,200000,650000000,4/20/2017,1005916.19
        CHINA URANIUM DEVELOPMENT  3.500  08 Oct 2018,CHINA URANIUM DEVELOPMENT  3.500  08 Oct 2018,CHINA URANIUM DEVELOPMENT  3.500  08 Oct 2018,10/08/2018,XS0972715261,,CHGDNU,2.19%,0.99,0.99,79.94,A+,A3,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,GOVERNMENT_GUARANTEE,GOVERNMENT_GUARANTEE,,Foreign Agency,0.65,0.34,0.00,0.00,0.00,0.00,"95,523.00","98,393.00",0.01%,100.741,102.001,200000,600000000,10/8/2013,1014618.89
        RONGSHI INTERNATIONAL FINAN  2.87500  04 May 2022,RONGSHI INTERNATIONAL FINAN  2.87500  04 May 2022,RONGSHI INTERNATIONAL FINAN  2.87500  04 May 2022,05/04/2022,XS1601180836,,SDIC,2.82%,4.26,4.28,91.56,A+,A2,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.62,3.63,0.00,0.00,0.00,"79,603.00","80,732.10",0.01%,100.206,100.37,200000,500000000,5/4/2017,1016598.06
        ICBCIL FINANCE CO LTD  3.200  10 Nov 2020,ICBCIL FINANCE CO LTD  3.200  10 Nov 2020,ICBCIL FINANCE CO LTD  3.200  10 Nov 2020,11/10/2020,USY3R559AF96,,ICBCIL,2.86%,2.93,2.95,120.52,A,A2,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.01,1.85,1.06,0.00,0.00,0.00,"111,444.00","113,970.22",0.01%,100.931,101.073,200000,700000000,11/10/2015,1025661.11
        ICBCIL FINANCE CO LTD  2.600  13 Nov 2018,ICBCIL FINANCE CO LTD  2.600  13 Nov 2018,ICBCIL FINANCE CO LTD  2.600  13 Nov 2018,11/13/2018,USY3R559AE22,,ICBCIL,2.27%,1.09,1.10,86.25,A,A2,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.64,0.44,0.00,0.00,0.00,0.00,"79,603.00","80,690.88",0.01%,100.333,100.428,200000,500000000,11/10/2015,1014761.11
        INDUSTRIAL & COMMERCIAL BAN  4.87500  21 Sep 2025,INDUSTRIAL & COMMERCIAL BAN  4.87500  21 Sep 2025,INDUSTRIAL & COMMERCIAL BAN  4.87500  21 Sep 2025,09/21/2025,USY39656AC06,,ICBCAS,3.86%,6.72,6.73,163.07,NR,BAA3,BBB+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.02,0.12,2.85,3.73,0.00,0.00,"318,410.00","340,850.38",0.03%,106.921,107.224,200000,2000000000,9/21/2015,1075363.75
        EXPORT-IMPORT BANK OF CHINA  3.62500  31 Jul 2024,EXPORT-IMPORT BANK OF CHINA  3.62500  31 Jul 2024,EXPORT-IMPORT BANK OF CHINA  3.62500  31 Jul 2024,07/31/2024,USY23862AF56,,EXIMCH,3.06%,6.08,6.08,89.46,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.07,3.85,2.14,0.00,0.00,"238,808.00","248,599.70",0.02%,100,100,200000,1500000000,7/31/2014,1045800
        BEIJING STATE-OWNED ASSE  4.12500  26 May 2025,BEIJING STATE-OWNED ASSE  4.12500  26 May 2025,BEIJING STATE-OWNED ASSE  4.12500  26 May 2025,05/26/2025,XS1234958459,,BJSTAT,3.54%,6.56,6.56,132.62,A,A3,A-,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.09,3.14,3.30,0.00,0.00,"111,444.00","117,381.60",0.01%,103.67,103.915,200000,700000000,5/26/2015,1057113.33
        CHINA OVERSEAS FINANCE  5.500  10 Nov 2020,CHINA OVERSEAS FINANCE  5.500  10 Nov 2020,CHINA OVERSEAS FINANCE  5.500  10 Nov 2020,11/10/2020,XS0508012092,,CHIOLI,2.75%,2.83,2.85,110.05,NR,BAA1,BBB+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,REAL ESTATE,Foreign Agency,0.03,1.80,1.01,0.00,0.00,0.00,"159,205.00","175,610.84",0.01%,108.101,108.229,100000,1000000000,11/10/2010,1107392.22
        CNOOC CURTIS FUNDING NO  4.500  03 Oct 2023,CNOOC CURTIS FUNDING NO  4.500  03 Oct 2023,CNOOC CURTIS FUNDING NO  4.500  03 Oct 2023,10/03/2023,USQ25738AA54,,CNOOC,3.05%,5.34,5.24,96.32,NR,A1,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.02,0.11,4.12,0.99,0.00,0.00,"206,967.00","227,971.91",0.02%,107.498,107.779,200000,1300000000,10/3/2013,1082285
        THREE GORGES FINANCE I  2.300  02 Jun 2021,THREE GORGES FINANCE I  2.300  02 Jun 2021,THREE GORGES FINANCE I  2.300  02 Jun 2021,06/02/2021,USG8850LAB65,,YANTZE,2.67%,3.49,3.51,91.83,A+,A1,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,1.56,1.93,0.00,0.00,0.00,"79,603.00","79,202.27",0.01%,98.913,99.024,200000,500000000,6/2/2016,997895.56
        THREE GORGES FINANCE I  3.700  10 Jun 2025,THREE GORGES FINANCE I  3.700  10 Jun 2025,THREE GORGES FINANCE I  3.700  10 Jun 2025,06/10/2025,USG8850LAA82,,YANTZE,3.20%,6.69,6.70,98.72,A+,A1,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.07,3.15,3.46,0.00,0.00,"111,444.00","116,479.11",0.01%,103.217,103.423,200000,700000000,6/10/2015,1048838.89
        STATE GRID OVERSEAS INVESTM  4.00  04 May 2047,STATE GRID OVERSEAS INVESTM  4.00  04 May 2047,STATE GRID OVERSEAS INVESTM  4.00  04 May 2047,05/04/2047,USG8450LAM66,,CHGRID,3.91%,17.54,17.03,106.88,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.06,0.22,0.73,1.94,14.57,"79,603.00","82,133.61",0.01%,101.107,102.037,200000,500000000,5/4/2017,1039035.56
        STATE GRID OVERSEAS INVESTM  3.500  04 May 2027,STATE GRID OVERSEAS INVESTM  3.500  04 May 2027,STATE GRID OVERSEAS INVESTM  3.500  04 May 2027,05/04/2027,USG8450LAJ38,,CHGRID,3.30%,8.11,8.11,100.51,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.06,0.86,7.18,0.00,0.00,"374,132.00","385,523.20",0.03%,101.544,101.741,200000,2350000000,5/4/2017,1033001.11
        STATE GRID OVERSEAS INVESTM  2.7500  04 May 2022,STATE GRID OVERSEAS INVESTM  2.7500  04 May 2022,STATE GRID OVERSEAS INVESTM  2.7500  04 May 2022,05/04/2022,USG8450LAG98,,CHGRID,2.72%,4.27,4.29,81.69,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.62,3.64,0.00,0.00,0.00,"199,006.00","201,510.48",0.02%,100.057,100.242,200000,1250000000,5/4/2017,1014339.44
        STATE GRID OVERSEAS INVESTM  2.2500  04 May 2020,STATE GRID OVERSEAS INVESTM  2.2500  04 May 2020,STATE GRID OVERSEAS INVESTM  2.2500  04 May 2020,05/04/2020,USG8450LAF16,,CHGRID,2.35%,2.49,2.51,77.61,NR,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,2.00,0.48,0.00,0.00,0.00,"143,285.00","144,262.22",0.01%,99.746,99.863,200000,900000000,5/4/2017,1008005
        EASTERN CREATION II INVESTM  2.7500  26 Sep 2020,EASTERN CREATION II INVESTM  2.7500  26 Sep 2020,EASTERN CREATION II INVESTM  2.7500  26 Sep 2020,09/26/2020,XS1684818377,,BEIJII,2.64%,2.87,2.89,99.89,A+,A2,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,1.93,0.94,0.00,0.00,0.00,"111,444.00","111,857.62",0.01%,100.298,100.375,200000,700000000,9/26/2017,1005382.22
        CHINA OVERSEAS FINANCE  3.37500  29 Oct 2018,CHINA OVERSEAS FINANCE  3.37500  29 Oct 2018,CHINA OVERSEAS FINANCE  3.37500  29 Oct 2018,10/29/2018,XS0984184316,,CHIOLI,2.19%,1.04,1.05,79.22,A-,BAA1,BBB+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.65,0.40,0.00,0.00,0.00,0.00,"79,603.00","81,746.11",0.01%,101.297,101.356,200000,500000000,10/29/2013,1028601.25
        STATE GRID OVERSEAS INVESTM  2.87500  18 May 2026,STATE GRID OVERSEAS INVESTM  2.87500  18 May 2026,STATE GRID OVERSEAS INVESTM  2.87500  18 May 2026,05/18/2026,USG8450LAC84,,CHGRID,3.18%,7.59,7.59,91.46,A+,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,0.04,2.15,5.40,0.00,0.00,"79,603.00","78,634.73",0.01%,97.64,97.849,200000,500000000,5/18/2016,990920
        ICBCIL FINANCE CO LTD  2.12500  29 Sep 2019,ICBCIL FINANCE CO LTD  2.12500  29 Sep 2019,ICBCIL FINANCE CO LTD  2.12500  29 Sep 2019,09/29/2019,USY3R559AM48,,ICBCIL,2.74%,1.95,1.96,122.82,A,A2,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.01,1.94,0.00,0.00,0.00,0.00,"111,444.00","110,141.58",0.01%,98.761,98.88,200000,700000000,9/29/2016,989697.36
        STATE GRID OVERSEAS INVESTM  2.12500  18 May 2021,STATE GRID OVERSEAS INVESTM  2.12500  18 May 2021,STATE GRID OVERSEAS INVESTM  2.12500  18 May 2021,05/18/2021,USG8450LAB02,,CHGRID,2.62%,3.46,3.48,88.00,A+,A1,A+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.00,1.59,1.87,0.00,0.00,0.00,"79,603.00","78,881.28",0.01%,98.287,98.402,200000,500000000,5/18/2016,992860
        PROSPEROUS RAY LTD  3.00  12 Nov 2018,PROSPEROUS RAY LTD  3.00  12 Nov 2018,PROSPEROUS RAY LTD  3.00  12 Nov 2018,11/12/2018,XS0991743310,,COFCO,2.36%,1.08,1.09,94.63,A-,A3,BBB+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.64,0.44,0.00,0.00,0.00,0.00,"79,603.00","81,088.00",0.01%,100.686,100.79,200000,500000000,11/12/2013,1019500
        AGRICULTURAL BANK OF CHINA  2.87500  10 Dec 2018,AGRICULTURAL BANK OF CHINA  2.87500  10 Dec 2018,AGRICULTURAL BANK OF CHINA  2.87500  10 Dec 2018,12/10/2018,XS1001656781,,AGRBK,2.23%,1.16,1.17,80.76,NR,A2,A,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.63,0.53,0.00,0.00,0.00,0.00,"79,603.00","80,920.35",0.01%,100.729,100.782,200000,500000000,12/10/2013,1017273.06
        BAO-TRANS ENTERPRISES LTD  3.7500  12 Dec 2018,BAO-TRANS ENTERPRISES LTD  3.7500  12 Dec 2018,BAO-TRANS ENTERPRISES LTD  3.7500  12 Dec 2018,12/12/2018,XS1001851994,,SBSG,2.76%,1.16,1.17,132.93,A-,BAA2,BBB+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,METALS & MINING,Foreign Agency,0.63,0.53,0.00,0.00,0.00,0.00,"79,603.00","81,442.43",0.01%,101.195,101.36,200000,500000000,12/12/2013,1029460
        BANK OF CHINA LTD/HONG KONG  3.12500  23 Jan 2019,BANK OF CHINA LTD/HONG KONG  3.12500  23 Jan 2019,BANK OF CHINA LTD/HONG KONG  3.12500  23 Jan 2019,01/23/2019,XS1016655349,,BCHINA,2.29%,1.28,1.29,85.28,A,A1,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,FINANCIAL,Foreign Agency,0.59,0.69,0.00,0.00,0.00,0.00,"79,603.00","80,934.04",0.01%,101.037,101.133,200000,500000000,1/23/2014,1017377.64
        CHINA OVERSEAS FINANCE CAYM  4.2500  08 May 2019,CHINA OVERSEAS FINANCE CAYM  4.2500  08 May 2019,CHINA OVERSEAS FINANCE CAYM  4.2500  08 May 2019,05/08/2019,XS1063561143,,CHIOLI,2.52%,1.52,1.54,105.45,A-,BAA1,BBB+,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,REAL ESTATE,Foreign Agency,0.42,1.10,0.00,0.00,0.00,0.00,"127,364.00","132,970.47",0.01%,102.71,102.764,200000,800000000,5/8/2014,1049880.56
        CHINA SHIPPING OVERSEAS FIN  4.2500  28 Jan 2019,CHINA SHIPPING OVERSEAS FIN  4.2500  28 Jan 2019,CHINA SHIPPING OVERSEAS FIN  4.2500  28 Jan 2019,01/28/2019,XS1017786143,,CHSHIP,2.86%,1.28,1.29,141.42,NR,A1,NR,CHINA,USD,GOVERNMENT_RELATED,CHINA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.59,0.70,0.00,0.00,0.00,0.00,"79,603.00","81,631.94",0.01%,101.95,102.019,200000,500000000,1/28/2014,1027896.11
